handle,fieldType,name,visible,plainDescription,categorySlugs,primaryCategorySlug,media,mediaAltText,ribbon,brand,price,strikethroughPrice,baseUnit,baseUnitMeasurement,totalUnits,totalUnitsMeasurement,cost,inventory,preOrderEnabled,preOrderMessage,preOrderLimit,sku,barcode,weight,productOptionName1,productOptionType1,productOptionChoices1,productOptionName2,productOptionType2,productOptionChoices2,productOptionName3,productOptionType3,productOptionChoices3,productOptionName4,productOptionType4,productOptionChoices4,productOptionName5,productOptionType5,productOptionChoices5,productOptionName6,productOptionType6,productOptionChoices6,modifierName1,modifierType1,modifierCharLimit1,modifierMandatory1,modifierDescription1,modifierName2,modifierType2,modifierCharLimit2,modifierMandatory2,modifierDescription2,modifierName3,modifierType3,modifierCharLimit3,modifierMandatory3,modifierDescription3,modifierName4,modifierType4,modifierCharLimit4,modifierMandatory4,modifierDescription4,modifierName5,modifierType5,modifierCharLimit5,modifierMandatory5,modifierDescription5,modifierName6,modifierType6,modifierCharLimit6,modifierMandatory6,modifierDescription6,modifierName7,modifierType7,modifierCharLimit7,modifierMandatory7,modifierDescription7,modifierName8,modifierType8,modifierCharLimit8,modifierMandatory8,modifierDescription8,modifierName9,modifierType9,modifierCharLimit9,modifierMandatory9,modifierDescription9,modifierName10,modifierType10,modifierCharLimit10,modifierMandatory10,modifierDescription10
ds-126083,MEDIA,,,,,,6673aa_a3c26bbac2064c91b3240d681b985dcf~mv2.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ds-126083,MEDIA,,,,,,6673aa_b3931675b6e14649afccd48954f3efd2~mv2.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ds-126083,MEDIA,,,,,,6673aa_7b73bc349160429e9b71212438afd183~mv2.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ds-128776,PRODUCT,Thomas Sabo Charm Buchstaben J,true,"<p>gearbeitet in 925 Sterlingsilber, Oberfläche: poliert, mit weissen Zirkonia, Buchstaben J, Karabinerverschluss, 2 Jahre GarantieReferenz: 1949-051-14Verfügbar in der Bijouterie am Bogen in Bremgarten AG</p>",schmuck;beads-charms;thomas-sabo,schmuck,,,,Thomas Sabo,45,,,,,,18.75,1,false,,,128776,1949-051-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ds-128776,MEDIA,,,,,,6673aa_6654ebe76a3b457f8ecaeefcc1ecfca7~mv2.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ds-111746,PRODUCT,Thomas Sabo Sterling,true,"<p>gearbeitet in 925 Silber, Fuchsschwanzcollier, Länge: 45cm, Karabinerverschluss, zwei Jahre Garantie</p><p>Referenz: KE1350-001-12-L45</p><p>Verfügbar in der Bijouterie am Bogen in Bremgarten AG</p>",schmuck;colliers;thomas-sabo,schmuck,,,,Thomas Sabo,98,,,,,,42.4,1,false,,,111746,KE1350-001-12-L45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ds-111746,MEDIA,,,,,,6673aa_35fff19de8e549f7baba5fb9976fb38b~mv2.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ds-126720,PRODUCT,Aerowatch Milan GMT,false,"<p>Gehäuse aus Stahl matt mit Lederband schwarz, Faltschliesse, Quarzwerk, Zifferblatt schwarz mit Index, GMT, Saphirglas, Wasserdicht bis 10bar, zwei Jahre GarantieReferenz: A44999 AA01Verfügbar in der Bijouterie Droz in Zofingen AG</p>",uhren;herrenuhren;aerowatch,uhren,,,,Aerowatch,698,,,,,,349,1,false,,,126720,A44999 AA01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ds-129116,PRODUCT,Tissot PRS 516,true,"<p>Gehäuse und Band aus Edelstahl, Oberfläche: matt / poliert, Quarzwerk mit Chronograph, EOL, Saphirglas, Zifferblatt blau mit Index, Durchmesser 41mm, Wasserdicht bis 10bar, zwei Jahre GarantieReferenz: T149.417.11.041.00Verfügbar in der Bijouterie Droz in Zofingen AG</p>",uhren;herrenuhren;tissot,uhren,,,,Tissot,475,,,,,,263.65,1,false,,,129116,T149.417.11.041.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ds-129116,MEDIA,,,,,,6673aa_44f2d052a9a5424eab2dc0f1fb726695~mv2.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ds-129116,MEDIA,,,,,,6673aa_e16aeae6c96e4fe6bbe2c62023428162~mv2.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ds-129116,MEDIA,,,,,,6673aa_b0d0cee4a39f4fcbae63ec6883b13fdf~mv2.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ds-131965,PRODUCT,Tissot PRX,true,"<p>Gehäuse aus Damaszener Stahl mit einem Lederband schwarz, automatisches Werk, Saphirglas, Zifferblatt Damaszener Stahl mit Index und Datum, Durchmesser 37mm, Wasserdicht bis 10bar, 2 Jahre Garantie</p><p>Referenz: T137.807.96.081.00</p><p>Verfügbar in der Bijouterie Droz in Zofingen AG</p>",uhren;herrenuhren;tissot,uhren,,,,Tissot,965,,,,,,535.6,1,false,,,131965,T137.807.96.081.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ds-131965,MEDIA,,,,,,6673aa_7d7bd234a8c2497881344f76a4ee64b1~mv2.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ds-128575,PRODUCT,Tissot Seastar,true,"<p>Gehäuse und Band aus Edelstahl, Oberfläche: matt/poliert, Quarzwerk, Saphirglas, Zifferblatt schwarz mit Datumsanzeige, Durchmesser: 40mm, Wasserdicht bis 30bar, zwei Jahre GarantieReferenz: T120.410.11.051.00Verfügbar in der Bijouterie Droz in Zofingen AG</p>",uhren;herrenuhren;tissot,,,,,Tissot,425,,,,,,236.75,1,false,,,128575,T120.410.11.051.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ds-128575,MEDIA,,,,,,6673aa_0f3b44f793654d17bef35bc364b08e08~mv2.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ds-128575,MEDIA,,,,,,6673aa_d07819acfffc411ab533b15a46764c1d~mv2.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ds-131888,PRODUCT,Tissot Seastar,true,"<p>Gehäuse und Band aus Edelstahl, Quartzwerk Chrono, Saphirglas, Zifferblatt schwarz/grau im Verlauf, Durchmesser 38mm, Wasserdicht bis 30bar, 2 Jahre Garantie</p><p>Referenz: T120.217.11.061.00</p><p>Verfügbar in der Bijouterie Droz in Zofingen AG</p>",uhren;herrenuhren;damenuhren;tissot,,,,,Tissot,525,,,,,,291.4,1,false,,,131888,T120.217.11.061.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ds-131888,MEDIA,,,,,,6673aa_e73519283999465c8bb919842f440c65~mv2.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ds-131888,MEDIA,,,,,,6673aa_c056223025074722af36035594414755~mv2.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ds-128596,PRODUCT,Tissot Heritage 1938,true,"<p>Gehäuse aus Edelstahl mit einem Lederband braun, automatisches Werk Chronometer, Saphirglas, Zifferblatt grau/arabisch, Durchmesser 39mm, Wasserdicht bis 5bar, zwei Jahre Garnatie</p><p>Referenz: T142.464.16.062.00</p><p>Verfügbar in der Bijouterie Droz in Zofingen AG</p>",uhren;herrenuhren;tissot,uhren,,,,Tissot,775,,,,,,431.75,1,false,,,128596,T142.464.16.062.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ds-128596,MEDIA,,,,,,6673aa_a51e8ede6ac4476790959950b27f1058~mv2.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ds-130830,PRODUCT,Tissot PR 516,true,"<p>Gehäuse und Band aus Edelstahl, Oberfläche: matt/poliert, automatisches Werk, Saphirglas, Zifferblatt schwarz mit Datum und Index, Durchmesser 38mm, Wasserdicht bis 10bar, zwei Jahre Garantie</p><p>Referenz: T149.407.11.051.00</p><p>Verfügbar in der Bijouterie Droz in Zofingen AG</p>",uhren;herrenuhren;tissot,,,,,Tissot,685,,,,,,380.2,1,false,,,130830,T149.407.11.051.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ds-130830,MEDIA,,,,,,6673aa_33ad6852c7c5498795eedd25c4fc2518~mv2.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ds-130830,MEDIA,,,,,,6673aa_3d23dd758a954b858889c9d7027cd481~mv2.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ds-130830,MEDIA,,,,,,6673aa_def4598809ce42d3b12984da3b6ebf4a~mv2.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ds-130945,PRODUCT,Tissot PR 516,true,"<p>Gehäuse und Band aus Edelstahl, Oberfläche: matt/poliert, automatisches Werk Valjoux A05.231, Chrono, Saphirglas, Zifferblatt weiss mit Index, Durchmesser 41mm, Wasserdicht bis 10bar, zwei Jahre Garantie</p><p>Referenz: T149.462.11.011.00</p><p>Verfügbar in der Bijouterie Droz in Zofingen AG</p>",uhren;herrenuhren;tissot,uhren,,,,Tissot,1725,,,,,,957.45,1,false,,,130945,T149.462.11.011.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ds-130945,MEDIA,,,,,,6673aa_330ef1079dc34d078646570c06cc82db~mv2.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ds-130945,MEDIA,,,,,,6673aa_38edf9099a484c60bd3f9a0bec11a6b4~mv2.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ds-130945,MEDIA,,,,,,6673aa_aaf571f7079e4f879270eafd5af43134~mv2.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ds-130945,MEDIA,,,,,,6673aa_28247e92be10429ab5d6aa4a96fdcfab~mv2.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ds-131832,PRODUCT,Tissot SRV,true,"<p>Gehäuse und Band aus Edelstahl poliert, Quarzwerk, Zifferblatt silber, Durchmesser 30x22mm, Wasserdicht bis 5bar, zwei Jahre GarantieReferenz: T160.110.11.033.00Verfügbar in der Bijouterie Droz in Zofingen AG</p>",uhren;damenuhren;tissot,,,,,Tissot,375,,,,,,208.15,1,false,,,131832,T160.110.11.033.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ds-131832,MEDIA,,,,,,6673aa_32f50125a7b94bf58d2f79e166428f52~mv2.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ds-132274,PRODUCT,Tissot SRV,true,"<p>Gehäuse aus Edelstahl PVD rosé, Milanaise Uhreband aus Edelstahl PVD rosé, Oberfläche: poliert, Quarzwerk, Zifferblatt Perlmutt, Saphirglas, Wasserdicht bis 5bar, zwei Jahre GarantieReferenz: T160.110.33.033.00Verfügbar in der Bijouterie Droz in Zofingen AG</p>",uhren;damenuhren;tissot,,,,,Tissot,425,,,,,,235.9,1,false,,,132274,T160.110.33.033.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ds-132274,MEDIA,,,,,,6673aa_e836e78ca5b24411aedef570b6bea3a6~mv2.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ds-110079,PRODUCT,ICE Watch Glam,true,"<p>Kunststoffgehäuse und -band rosa, Quarzwerk, Size: Unisex, 100m Wasserdicht, zwei Jahre Garantie</p><p>Referenz: 001 069</p><p>Verfügbar in der Bijouterie Droz in Zofingen AG</p>",uhren;damenuhren;ice-watch,,,,,ICE Watch,119,,,,,,54.5,1,false,,,110079,001 069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ds-110079,MEDIA,,,,,,6673aa_4efe5d9562c24f70a2a8777bdf23f002~mv2.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ds-124287,PRODUCT,ICE Watch Glam,true,"<p>Silikonband beige, Size: Medium, Quarzwerk, Gehäusedurchmesser: 40mm, 10bar Wasserdicht, zwei Jahre GarantieReferenz: 019 530Verfügbar in der Bijouterie Droz in Zofingen AG</p>",uhren;damenuhren;ice-watch,uhren,,,,ICE Watch,119,,,,,,59.5,1,false,,,124287,019 530,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ds-124287,MEDIA,,,,,,6673aa_42730bc68e49432599864f96018f9a05~mv2.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ds-124290,PRODUCT,ICE Watch Glam Brushed Wind,true,"<p>Ice Glam Brushed Wind, Size: Unisex, Quarzwerk, Gehäusedurchmesser: 40mm, 10bar Wasserdicht, zwei Jahre GarantieReferenz: 019 532Verfügbar in der Bijouterie Droz in Zofingen AG</p>",uhren;damenuhren;ice-watch,uhren,,,,ICE Watch,119,,,,,,56.5,1,false,,,124290,019 532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ds-124290,MEDIA,,,,,,6673aa_f79ca5afa4324b02a60435e25089d6c4~mv2.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ds-114215,PRODUCT,ICE Watch duo S,true,"<p>Pink/Mint Silikonband, Quarzwerk, Size: Small, 10bar Wasserdicht, zwei Jahre GarantieReferenz: 001 493Verfügbar in der Bijouterie Droz in Zofingen AG</p>",uhren;damenuhren;ice-watch,uhren,,,,ICE Watch,119,,,,,,54.5,1,false,,,114215,001 493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ds-114215,MEDIA,,,,,,6673aa_31f0a3ce3f8343d9baa6f4281bbf16a9~mv2.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ds-131358,PRODUCT,ICE Watch duo chic,true,"<p>Gehäuse und Band aus Kunststoff dunkelgrün/gelb, Quarzwerk, Zifferblatt dunkelgrün arabisch, Durchmesser 37mm, Wasserdicht bis 10bar, zwei Jahre GarantieReferenz: 023 280Verfügbar in der Bijouterie Droz in Zofingen AG</p>",uhren;herrenuhren;damenuhren;ice-watch,uhren,,,,ICE Watch,119,,,,,,47.6,1,false,,,131358,023 280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ds-131358,MEDIA,,,,,,6673aa_0f52747711594cb09d4f969c212fe3f9~mv2.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ds-131358,MEDIA,,,,,,6673aa_18b3a4c198304581a7e10facfa316b06~mv2.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ds-131358,MEDIA,,,,,,6673aa_daab1522b1cc4d6d9ef8d3f7dc017533~mv2.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ds-131358,MEDIA,,,,,,6673aa_9c93b2640ce941299d4db0bce6f87fa8~mv2.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ds-131357,PRODUCT,ICE Watch Ola Kids,true,"<p>Gehäuse und Band aus Kunststoff pink/orange, Quarzwerk, Zifferblatt pink arabisch, Wasserdicht bis 10bar, zwei Jahre GarantieReferenz: 022 744Verfügbar in der Bijouterie Droz in Zofingen AG</p>",uhren;kinderuhren;ice-watch,uhren,,,,ICE Watch,79,,,,,,31.6,1,false,,,131357,022 744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ds-131357,MEDIA,,,,,,6673aa_95e602ae189b4710bb50e365328bb379~mv2.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ds-131357,MEDIA,,,,,,6673aa_b25cf81398664543bf267e5558bfa1b9~mv2.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ds-131357,MEDIA,,,,,,6673aa_343e243599844ce7963f1a1ba9f712b9~mv2.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ds-131357,MEDIA,,,,,,6673aa_c6e2c19a454f4bcabbdef4af4f9b6209~mv2.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ds-128769,PRODUCT,ICE Watch Sunset,true,"<p>aus Kunstoff rosa, Quartzwerk, Durchmesser 40mm, Zifferblatt rosé/gelb, Wasserdicht bis 10bar, zwei Jahre Garantie</p><p>Referenz: 020 638</p><p>Verfügbar in der Bijouterie Droz in Zofingen AG</p>",uhren;damenuhren;ice-watch,uhren,,,,ICE Watch,119,,,,,,59.5,1,false,,,128769,020 638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ds-128769,MEDIA,,,,,,6673aa_d53e2bff12b74367aeb80c2a40ad1c54~mv2.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ds-128769,MEDIA,,,,,,6673aa_d63e769cfd174524857afccca86297de~mv2.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ds-128769,MEDIA,,,,,,6673aa_8157798d116d4c85bd36847dd1180d62~mv2.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ds-128769,MEDIA,,,,,,6673aa_6921d19e46714b7bb65733353f82bbc7~mv2.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ds-125367,PRODUCT,ICE Watch Cartoon,true,"<p>ICE Watch XS pink, Gehäuse aus Kunststoff mit Silikonband, Quartzwerk, Wasserdicht bis 10bar, zwei Jahre Garantie</p><p> Referenz: 018 934</p><p>Verfügbar in der Bijouterie Droz in Zofingen AG</p>",uhren;kinderuhren;ice-watch,uhren,,,,ICE Watch,89,,,,,,44.5,1,false,,,125367,018 934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ds-125367,MEDIA,,,,,,6673aa_2f304a1d224441bc85f90daf02191a06~mv2.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ds-123374,PRODUCT,ICE Watch Generation S hellblau,true,"<p>ICE Generation, Gehäuse aus Kunststoff hellblau mit Silikonband hellblau, Quartzwerk, Zifferblatt blau, Durchmesser 35mm, Wasserdicht bis 10bar, zwei Jahre Garantie, 019 146Referenz: 019 146Verfügbar in der Bijouterie Droz in Zofingen AG</p>",uhren;damenuhren;ice-watch,uhren,,,,ICE Watch,129,,,,,,59.5,1,false,,,123374,019 146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ds-123374,MEDIA,,,,,,6673aa_e645bb60b7b2414a880915596abcb691~mv2.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ds-126175,PRODUCT,ICE Watch Hero,true,"<p>Gehäuse und Band aus Silikon rot, Quartzwerk, Zifferblatt rot/blau, Durchmesser 30mm, Wasserdicht bis 10bar, zwei Jahre GarantieReferenz: 020 325Verfügbar in der Bijouterie Droz in Zofingen AG</p>",uhren;kinderuhren;ice-watch,,,,,ICE Watch,79,,,,,,39.5,1,false,,,126175,020 325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ds-126175,MEDIA,,,,,,6673aa_a1f71cb03f9346afbed6e27349e8768b~mv2.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ds-126176,PRODUCT,ICE Watch Hero,true,"<p>Gehäuse und Band aus Silikon gelb, Quartzwerk, Zifferblatt weiss, Durchmesser 30mm, Wasserdicht bis 10bar, zwei Jahre GarantieReferenz: 020 324Verfügbar in der Bijouterie Droz in Zofingen AG</p>",uhren;kinderuhren;ice-watch,,,,,ICE Watch,79,,,,,,39.5,1,false,,,126176,020 324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ds-126176,MEDIA,,,,,,6673aa_d29d43b075bd4d26ae2bfebb3fb55ed7~mv2.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ds-126249,PRODUCT,ICE Watch Hero,true,"<p>Gehäuse und Band aus Silikon blau/orange, Quartzwerk, Durchmesser 30mm, Zifferblatt weiss/orange, Wasserdicht bis 10bar, zwei Jahre GarantieReferenz: 020 322Verfügbar in der Bijouterie Droz in Zofingen AG</p>",uhren;kinderuhren;ice-watch,uhren,,,,ICE Watch,79,,,,,,39.5,1,false,,,126249,020 322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ds-126249,MEDIA,,,,,,6673aa_1c0714e12f9d471ab2a842c6e63a477c~mv2.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ds-131679,PRODUCT,ICE Watch Glam Leopard,true,"<p>Gehäuse aus Edelstahl PVD gelb mit Silikonband schwarz, Quarzwerk, Zifferblatt Leopard, Durchmesser 37mm, Wasserdicht bis 10bar, zwei Jahre Garantie</p><p>Referenz: 021 728</p><p>Verfügbar in der Bijouterie Droz in Zofingen AG</p>",uhren;damenuhren;ice-watch,uhren,,,,ICE Watch,119,,,,,,47.6,1,false,,,131679,021 728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ds-131679,MEDIA,,,,,,6673aa_a2c31429ddb74a3b8ec9bf3851748818~mv2.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
