handle,fieldType,name,visible,plainDescription,categorySlugs,primaryCategorySlug,media,mediaAltText,ribbon,brand,price,strikethroughPrice,baseUnit,baseUnitMeasurement,totalUnits,totalUnitsMeasurement,cost,inventory,preOrderEnabled,preOrderMessage,preOrderLimit,sku,barcode,weight,productOptionName1,productOptionType1,productOptionChoices1,productOptionName2,productOptionType2,productOptionChoices2,productOptionName3,productOptionType3,productOptionChoices3,productOptionName4,productOptionType4,productOptionChoices4,productOptionName5,productOptionType5,productOptionChoices5,productOptionName6,productOptionType6,productOptionChoices6,modifierName1,modifierType1,modifierCharLimit1,modifierMandatory1,modifierDescription1,modifierName2,modifierType2,modifierCharLimit2,modifierMandatory2,modifierDescription2,modifierName3,modifierType3,modifierCharLimit3,modifierMandatory3,modifierDescription3,modifierName4,modifierType4,modifierCharLimit4,modifierMandatory4,modifierDescription4,modifierName5,modifierType5,modifierCharLimit5,modifierMandatory5,modifierDescription5,modifierName6,modifierType6,modifierCharLimit6,modifierMandatory6,modifierDescription6,modifierName7,modifierType7,modifierCharLimit7,modifierMandatory7,modifierDescription7,modifierName8,modifierType8,modifierCharLimit8,modifierMandatory8,modifierDescription8,modifierName9,modifierType9,modifierCharLimit9,modifierMandatory9,modifierDescription9,modifierName10,modifierType10,modifierCharLimit10,modifierMandatory10,modifierDescription10
ds-123368,MEDIA,,,,,,6673aa_d6573182fa8a4f8380b6721a2b7dbd91~mv2.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ds-124832,PRODUCT,ICE Watch Cartoon Spieder XS,true,"<p>Gehäuse aus Kunststoff dunkelblau mit Silikonband rot, Quartzwerk, Zifferblatt weiss mit roten Zahlen, Wasserdicht bis 3bar, zwei Jahre GarnatieReferenz: 018 933Verfügbar in der Bijouterie Am Bogen in Bremgarten AG und in der Bijouterie Droz in Zofingen AG</p>",uhren;kinderuhren;ice-watch,uhren,,,,ICE Watch,89,,,,,,44.5,2,false,,,124832,018 933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ds-124832,MEDIA,,,,,,6673aa_024ce273fd1f4db8bf1b81e091b2dc90~mv2.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ds-131301,PRODUCT,Thomas Sabo Jewellery Einelne Creole,false,"<p>gearbeitetet in 925 Silber vergoldet, Oberfläche: poliert, mit weissen Zirkonia, Durchmesser: 12mm, zwei Jahre GarantieReferenz: CR658-414-14Verfügbar in der Bijouterie am Bogen in Bremgarten AG</p>",schmuck;ohrschmuck;thomas-sabo,schmuck,,,,Thomas Sabo,59,,,,,,24.6,3,false,,,131301,CR658-414-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ds-131300,PRODUCT,Thomas Sabo Jewellery Einelne Creole,false,"<p>gearbeitetet in 925 Silber, Oberfläche: poliert, mit weissen Zirkonia, Durchmesser: 12mm, zwei Jahre GarantieReferenz: CR658-051-14Verfügbar in der Bijouterie am Bogen in Bremgarten AG</p>",schmuck;ohrschmuck;thomas-sabo,schmuck,,,,Thomas Sabo,45,,,,,,18.75,2,false,,,131300,CR658-051-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ds-130579,PRODUCT,Thomas Sabo Jewellery Creolen,false,"<p>gearbeitet in 925 Silber, Oberfläche: poliert, Durchmesser: 60mm, zwei Jahre GarantieReferenz: CR729-001-21Verfügbar in der Bijouterie am Bogen in Bremgarten AG</p>",schmuck;ohrschmuck;thomas-sabo,schmuck,,,,Thomas Sabo,95,,,,,,39.6,1,false,,,130579,CR729-001-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ds-130308,PRODUCT,Thomas Sabo Jewellery Damenring,false,"<p>gearbeitet in 925 Sterlingsilber vergoldet, Oberfläche: poliert, mit einem weissen Zirkonia, Rose, Grösse: 54, 2 Jahre GarantieReferenz: TR2482-414-39-54Verfügbar in der Bijouterie am Bogen in Bremgarten AG</p>",schmuck;ringe;thomas-sabo,schmuck,,,,Thomas Sabo,115,,,,,,47.9,1,false,,,130308,TR2482-414-39-54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ds-130278,PRODUCT,Thomas Sabo Jewellery Damenring,false,"<p>gearbeitet in 925 Sterlingsilber, Oberfläche: poliert, mit weissen Zirkonia, Grösse: 52, 2 Jahre GarantieReferenz: TR2462-051-14-52Verfügbar in der Bijouterie am Bogen in Bremgarten AG</p>",schmuck;ringe;thomas-sabo,schmuck,,,,Thomas Sabo,115,,,,,,47.9,1,false,,,130278,TR2462-051-14-52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ds-130277,PRODUCT,Thomas Sabo Jewellery Damenring,false,"<p>gearbeitet in 925 Sterlingsilber, Oberfläche: poliert, mit weissen Zirkonia, Grösse: 56, 2 Jahre GarantieReferenz: TR2460-051-14-56Verfügbar in der Bijouterie am Bogen in Bremgarten AG</p>",schmuck;ringe;thomas-sabo,,,,,Thomas Sabo,175,,,,,,72.9,2,false,,,130277,TR2460-051-14-56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ds-130271,PRODUCT,Thomas Sabo Jewellery Collier,false,"<p>gearbeitet in 925 Silber, Ankerkette, Länge: 40 bis 45cm, Anhänger Herz mit weissen Zirkonia, Karabinerverschluss, zwei Jahre GarantieReferenz: KE2277-051-14-L45VVerfügbar in der Bijouterie am Bogen in Bremgarten AG</p>",schmuck;colliers;thomas-sabo,,,,,Thomas Sabo,159,,,,,,66.25,2,false,,,130271,KE2277-051-14-L45V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ds-130269,PRODUCT,Thomas Sabo Jewellery Ohrstecker,false,"<p>gearbeitet in 925 Sterlingsilber vergoldet, Oberfläche: poliert, 2 Jahre GarantieReferenz: H2308-413-39Verfügbar in der Bijouterie am Bogen in Bremgarten AG</p>",schmuck;ohrschmuck;thomas-sabo,schmuck,,,,Thomas Sabo,159,,,,,,66.25,1,false,,,130269,H2308-413-39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ds-130267,PRODUCT,Thomas Sabo Jewellery Ohrstecker,false,"<p>gearbeitet in 925 Sterlingsilber vergoldet, mit weissen Zirkonia, 2 Jahre GarantieReferenz: H2301-414-14Verfügbar in der Bijouterie am Bogen in Bremgarten AG</p>",schmuck;ohrschmuck;thomas-sabo,schmuck,,,,Thomas Sabo,65,,,,,,27.1,1,false,,,130267,H2301-414-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ds-126103,PRODUCT,Thomas Sabo Jewellery Armband,false,"<p>gearbeitet in 925 Silber, Oberfläche: poliert, Erbskette, Infinity mit weissen Zirkonia, Länge: 16cm - 19cm, Karabinerverschluss, 2 Jahre GarantieReferenz: A2003-051-14-L19VVerfügbar in der Bijouterie am Bogen in Bremgarten AG</p>",schmuck;bracelets;thomas-sabo,schmuck,,,,Thomas Sabo,69,,,,,,28.75,1,false,,,126103,A2003-051-14-L19V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ds-116149,PRODUCT,Thomas Sabo Jewellery Ohrstecker,false,"<p>gearbeitet in 925 Silber, Oberfläche: poliert, mit weissen Zirkonia, zwei Jahre GarantieReferenz: H1945-051-14Verfügbar in der Bijouterie am Bogen in Bremgarten AG</p>",schmuck;ohrschmuck;thomas-sabo,schmuck,,,,Thomas Sabo,98,,,,,,40.85,1,false,,,116149,H1945-051-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ds-114396,PRODUCT,Thomas Sabo Jewellery Bracelet,false,"<p>gearbeitet in 925 Sterlingsilber, Ankerkette, mit weissen Zirkonia, Länge: 16.5 - 19.5cm, Karabinerverschluss, zwei Jahre GarantieReferenz: A1553-051-14-L19,5VVerfügbar in der Bijouterie am Bogen in Bremgarten AG</p>",schmuck;bracelets;thomas-sabo,schmuck,,,,Thomas Sabo,95,,,,,,39.6,2,false,,,114396,"A1553-051-14-L19,5V",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ds-132931,PRODUCT,Thomas Sabo Rebel at heart Herrenring,false,"<p>gearbeitet in 925 Silber / geschwärzt, Oberfläche: poliert, mit schwarzen Zirkonia, Grösse: 60, zwei Jahre GarantieReferenz: TR2006-051-11-60Verfügbar in der Bijouterie am Bogen in Bremgarten AG</p>",schmuck;ringe;thomas-sabo,schmuck,,,,Thomas Sabo,298,,,,,,124.2,1,false,,,132931,TR2006-051-11-60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ds-132148,PRODUCT,Thomas Sabo Rebel at heart Siegelring,false,"<p>gearbeitet in 925 Sterlingsilber geschwärzt, Oberläche: poliert, mit weissen Zirkonia und Onyx, Grösse: 62, zwei Jahre GarantieReferenz: TR2454-641-11-62Verfügbar in der Bijouterie am Bogen in Bremgarten AG</p>",schmuck;ringe;thomas-sabo,schmuck,,,,Thomas Sabo,298,,,,,,124.2,1,false,,,132148,TR2454-641-11-62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ds-132147,PRODUCT,Thomas Sabo Rebel at heart Herrenring,false,"<p>gearbeitet in 925 Sterlingsilber geschwärzt, Oberläche: poliert, mit schwarzen Zirkonia, Grösse: 64, zwei Jahre GarantieReferenz: TR2453-643-11-64Verfügbar in der Bijouterie am Bogen in Bremgarten AG</p>",schmuck;ringe;thomas-sabo,schmuck,,,,Thomas Sabo,229,,,,,,95.4,1,false,,,132147,TR2453-643-11-64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ds-132144,PRODUCT,Thomas Sabo Rebel at heart Ring,false,"<p>gearbeitet in 925 Sterlingsilber geschwärz, Oberfläche: poliert, mit schwarzen Zirkonia, Grösse: 62, 2 Jahre GarantieReferenz: TR2306-643-11-62Verfügbar in der Bijouterie am Bogen in Bremgarten AG</p>",schmuck;ringe;thomas-sabo,schmuck,,,,Thomas Sabo,175,,,,,,72.9,1,false,,,132144,TR2306-643-11-62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ds-132092,PRODUCT,Thomas Sabo Rebel at heart Tennisbracelet,false,"<p>gearbeitet in 925 Sterlingsilber, mit schwarzen Zirkonia, Länge: 16cm bis 19cm, Karabinerverschluss, 2 Jahre GarantieReferenz: A2167-643-11-L19VVerfügbar in der Bijouterie am Bogen in Bremgarten AG</p>",schmuck;bracelets;thomas-sabo,schmuck,,,,Thomas Sabo,98,,,,,,40.85,1,false,,,132092,A2167-643-11-L19V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ds-132003,PRODUCT,Thomas Sabo Rebel at heart Bracelet,false,"<p>gearbeitet in 925 Sterlingsilber, Ankerkette, Länge: 15cm - 19cm, Durchmesser: 5mm, Karabinerverschluss, 2 Jahre GarantieReferenz: A2006-637-21-L19.5VVerfügbar in der Bijouterie am Bogen in Bremgarten AG</p>",schmuck;bracelets;thomas-sabo,schmuck,,,,Thomas Sabo,175,,,,,,72.9,1,false,,,132003,A2006-637-21-L19.5V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ds-129176,PRODUCT,Thomas Sabo Rebel at heart Panzerkette,false,"<p>gearbeitet in 925 Sterlingsilber geschwärzt, Länge: 55cm, Karabinerverschluss, 2 Jahre GarantieReferenz: KE2081-637-21-L55Verfügbar in der Bijouterie am Bogen in Bremgarten AG</p>",schmuck;colliers;thomas-sabo,,,,,Thomas Sabo,345,,,,,,143.75,1,false,,,129176,KE2081-637-21-L55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ds-131295,PRODUCT,Thomas Sabo Rebel Kingdom Herrenbracelet,false,"<p>mit Tigerauge Beads, Zwischenelement gearbeitet in 925 Silber geschwärzt, Länge: 19cm, 2 Jahre GarantieReferenz: A2183-826-7-L19Verfügbar in der Bijouterie am Bogen in Bremgarten AG</p>",schmuck;bracelets;thomas-sabo,,,,,Thomas Sabo,79,,,,,,32.9,1,false,,,131295,A2183-826-7-L19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ds-130443,PRODUCT,Thomas Sabo Rebel Kingdom Herrenbracelet,false,"<p>mit Tigerauge- und Obsidian-Beads, Zwischenelement gearbeitet in 925 Silber geschwärzt, Länge: 21cm, 2 Jahre GarantieReferenz: A2183-806-7-L19Verfügbar in der Bijouterie am Bogen in Bremgarten AG</p>",schmuck;bracelets;thomas-sabo,schmuck,,,,Thomas Sabo,79,,,,,,32.9,1,false,,,130443,A2183-806-7-L19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ds-127023,PRODUCT,Thomas Sabo Rebel Kingdom Herrenring,false,"<p>gearbeitet in 925 Sterlingsilber geschwärzt, mit einem Onyx, Grösse: 62, zwei Jahre GarantieReferenz: TR2429-507-11-62Verfügbar in der Bijouterie am Bogen in Bremgarten AG</p>",schmuck;ringe;thomas-sabo,schmuck,,,,Thomas Sabo,229,,,,,,95.4,1,false,,,127023,TR2429-507-11-62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ds-131297,PRODUCT,Thomas Sabo Classic Silver Bracelet,false,"<p>gearbeitet in 925 Sterlingsilber, mit weissen und einem gelben Zirkonia, Karabinerverschluss, Länge: 16 bis 19cm, zwei Jahre GarantieReferenz: A2202-051-4-L19VVerfügbar in der Bijouterie am Bogen in Bremgarten AG</p>",schmuck;bracelets;thomas-sabo,,,,,Thomas Sabo,149,,,,,,62.1,1,false,,,131297,A2202-051-4-L19V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ds-130833,PRODUCT,Thomas Sabo Classic Silver Bracelet,false,"<p>gearbeitet in 925 Sterlingsilber gelbvergoldet, mit weissen und gelben Zirkonia, Karabinerverschluss, Länge: 16 bis 19cm, zwei Jahre GarantieReferenz: A2201-414-4-L19VVerfügbar in der Bijouterie am Bogen in Bremgarten AG</p>",schmuck;bracelets;thomas-sabo,,,,,Thomas Sabo,275,,,,,,114.6,1,false,,,130833,A2201-414-4-L19V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ds-123173,PRODUCT,Thomas Sabo Little Secrets Armband Ananas,false,"<p>925 Silber vergoldet, grünes Nylon Band, Länge: 20cm verstellbarReferenz: LS122-379-6-L20vVerfügbar in der Bijouterie am Bogen in Bremgarten AG</p>",schmuck;bracelets;thomas-sabo,schmuck,,,,Thomas Sabo,79,,,,,,32.9,1,false,,,123173,LS122-379-6-L20v,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ds-116326,PRODUCT,Thomas Sabo Love Bridge Anhänger Coin Dots rosé,false,"<p>925 Silber rosévergoldet, kann graviert werdenReferenz: LBPE0018-415-40Verfügbar in der Bijouterie am Bogen in Bremgarten AG</p>",schmuck;anhaenger;thomas-sabo,,,,,Thomas Sabo,129,,,,,,53.75,1,false,,,116326,LBPE0018-415-40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ds-115266,PRODUCT,Thomas Sabo Love Bridge Anhänger 925 Silber rosé,false,<p>925 Silber rosévergoldetReferenz: LBPE0013-415-40Verfügbar in der Bijouterie am Bogen in Bremgarten AG</p>,schmuck;anhaenger;thomas-sabo,schmuck,,,,Thomas Sabo,129,,,,,,53.2,1,false,,,115266,LBPE0013-415-40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ds-131322,PRODUCT,Thomas Sabo Jewellery Damenring,false,"<p>gearbeitet in 925 Silber, Oberfläche: poliert, mit weissen Zirkonia, Grösse: 54, zwei Jahre GarantieReferenz: TR2316-051-14-54Verfügbar in der Bijouterie am Bogen in Bremgarten AG</p>",schmuck;ohrschmuck;thomas-sabo,schmuck,,,,Thomas Sabo,98,,,,,,40.85,1,false,,,131322,TR2316-051-14-54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ds-116200,PRODUCT,Thomas Sabo Karma Beads Kette für Silber rosé,false,"<p>925 Silber rosévergoldet, Kugel- und Ankerkette, Länge: 40/42.5/45cmReferenz: KK0004-415-40-L45vVerfügbar in der Bijouterie am Bogen in Bremgarten AG</p>",schmuck;colliers;thomas-sabo,schmuck,,,,Thomas Sabo,115,,,,,,47.9,1,false,,,116200,KK0004-415-40-L45v,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ds-132091,PRODUCT,Thomas Sabo Jewellery Bracelet,false,"<p>gearbeitet in 925 Sterlingsilber, Ankerkette, mit weissen Zirkonia, zwei Herzen, Länge: 16cm bis 19cm, Karabinerverschluss, 2 Jahre GarantieReferenz: A2163-051-14-L19VVerfügbar in der Bijouterie am Bogen in Bremgarten AG</p>",schmuck;bracelets;thomas-sabo,,,,,Thomas Sabo,69,,,,,,28.75,1,false,,,132091,A2163-051-14-L19V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ds-132094,PRODUCT,Thomas Sabo Jewellery Creolen,false,"<p>gearbeitet in 925 Silber, Oberfläche: poliert, Durchmesser: 22mm, Steckverschluss, zwei Jahre GarantieReferenz: CR635-001-21Verfügbar in der Bijouterie am Bogen in Bremgarten AG</p>",schmuck;ohrschmuck;thomas-sabo,schmuck,,,,Thomas Sabo,79,,,,,,32.9,1,false,,,132094,CR635-001-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ds-132162,PRODUCT,Thomas Sabo Uhren Herrenuhr,false,"<p>Gehäuse und Band aus Edelstahl geschwärzt Gravur-Design, Quarzwerk, Zifferblatt blau Datumsanzeige und Tagesanzeige, Mineralglas, Wasserdicht bis 5bar, Durchmesser: 40mm, zwei Jahre GarantieReferenz: WA0439-201-209-40MMVerfügbar in der Bijouterie am Bogen in Bremgarten AG</p>",uhren;herrenuhren;thomas-sabo,uhren,,,,Thomas Sabo,459,,,,,,208.6,1,false,,,132162,WA0439-201-209-40MM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ds-132160,PRODUCT,Thomas Sabo Uhren Damenuhr,false,"<p>Gehäuse und Band aus Edelstahl PVD gelb, Quarzwerk, Zifferblatt weiss mit weissen Zikronia und Datumsanzeige, Mineralglas, Wasserdicht bis 3bar, zwei Jahre GarantieReferenz: WA0429-291-207-22MMVerfügbar in der Bijouterie am Bogen in Bremgarten AG</p>",uhren;damenuhren;thomas-sabo,uhren,,,,Thomas Sabo,459,,,,,,208.6,1,false,,,132160,WA0429-291-207-22MM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ds-132158,PRODUCT,Thomas Sabo Uhren Damenuhr,false,"<p>Gehäuse und Band aus Edelstahl, Quarzwerk, Zifferblatt weiss mit weissen Zikronia und Datumsanzeige, Mineralglas, Wasserdicht bis 3bar, zwei Jahre GarantieReferenz: WA0428-201-201-22MMVerfügbar in der Bijouterie am Bogen in Bremgarten AG</p>",uhren;damenuhren;thomas-sabo,uhren,,,,Thomas Sabo,398,,,,,,180.9,1,false,,,132158,WA0428-201-201-22MM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ds-132156,PRODUCT,Thomas Sabo Uhren Armbanduhr,false,"<p>Gehäuse und Band aus Edelstahl geschwärzt mit einem Gravurdesign, Quarzwerk, Zifferblatt schwarz mit Datumsanzeige und Tagesanzeige, Mineralglas, Durchmesser ca. 36mm, Wasserdicht bis 5bar, zwei Jahre GarantieReferenz: WA0427-201-201-36MMVerfügbar in der Bijouterie am Bogen in Bremgarten AG</p>",uhren;thomas-sabo,uhren,,,,Thomas Sabo,439,,,,,,199.55,1,false,,,132156,WA0427-201-201-36MM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ds-132154,PRODUCT,Thomas Sabo Uhren Damenuhr,false,"<p>Gehäuse und Band aus Edelstahl, Quarzwerk, Zifferblatt rosa mit Datumsanzeige und weissen Zirkonia, Mineralglas, Durchmesser ca. 33mm, Wasserdicht bis 10bar, zwei Jahre GarantieReferenz: WA0401-201-204-33MMVerfügbar in der Bijouterie am Bogen in Bremgarten AG</p>",uhren;damenuhren;thomas-sabo,uhren,,,,Thomas Sabo,345,,,,,,156.8,1,false,,,132154,WA0401-201-204-33MM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ds-132153,PRODUCT,Thomas Sabo Uhren Damenuhr,false,"<p>Gehäuse und Band aus Edelstahl / PVD gelb, Quarzwerk, Zifferblatt schwarz mit Datumsanzeige und weissen Zirkonia, Mineralglas, Durchmesser ca. 33mm, Wasserdicht bis 5bar, zwei Jahre GarantieReferenz: WA0370-291-203-33MMVerfügbar in der Bijouterie am Bogen in Bremgarten AG</p>",uhren;damenuhren;thomas-sabo,,,,,Thomas Sabo,459,,,,,,208.6,1,false,,,132153,WA0370-291-203-33MM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ds-132152,PRODUCT,Thomas Sabo Uhren Damenuhr,false,"<p>Gehäuse und Milanaisearmband aus Edelstahl PVD gelb, Quarzwerk, Zifferblatt Perlmutt mit kleiner Sekunde, Mineralglas, Durchmesser ca. 33mm, auf der Krone ein weisser Zirkonia, Wasserdicht bis 5bar, zwei Jahre GarantieReferenz: WA0302-264-213-33MMVerfügbar in der Bijouterie am Bogen in Bremgarten AG</p>",uhren;damenuhren;thomas-sabo,uhren,,,,Thomas Sabo,289,,,,,,131.35,1,false,,,132152,WA0302-264-213-33MM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ds-132150,PRODUCT,Thomas Sabo Uhren Herrenuhr,false,"<p>Gehäuse und Milanaisearmband aus Edelstahl, Quarzwerk, Zifferblatt schwarz mit kleiner Sekunde, Mineralglas, auf der Krone ein Onyx, Durchmesser ca. 42,0 mm, Wasserdicht bis 5bar, zwei Jahre GarantieReferenz: WA0152-201-203-42MMVerfügbar in der Bijouterie am Bogen in Bremgarten AG</p>",uhren;herrenuhren;thomas-sabo,uhren,,,,Thomas Sabo,265,,,,,,120.45,1,false,,,132150,WA0152-201-203-42MM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ds-132981,PRODUCT,Thomas Sabo Jewellery Damenring,false,"<p>gearbeitet in 925 Silber, Oberfläche: poliert, mit weissen Zirkonia und Unendlichkeitszeichen, Grösse: 50, zwei Jahre GarantieReferenz: TR2322-051-14-50Verfügbar in der Bijouterie am Bogen in Bremgarten AG</p>",schmuck;ringe;thomas-sabo,schmuck,,,,Thomas Sabo,95,,,,,,39.6,1,false,,,132981,TR2322-051-14-50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ds-132272,PRODUCT,Thomas Sabo Jewellery Creolen,false,"<p>gearbeitet in 925 Silber vergoldet, Oberfläche: poliert, Durchmesser: 60mm, zwei Jahre GarantieReferenz: CR729-413-39Verfügbar in der Bijouterie am Bogen in Bremgarten AG</p>",schmuck;ohrschmuck;thomas-sabo,schmuck,,,,Thomas Sabo,115,,,,,,47.9,1,false,,,132272,CR729-413-39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ds-132146,PRODUCT,Thomas Sabo Jewellery Damenring,false,"<p>gearbeitet in 925 Silber vergoldet, Oberfläche: poliert, mit weissen Zirkonia, Grösse: 52, zwei Jahre GarantieReferenz: TR2323-051-14-52Verfügbar in der Bijouterie am Bogen in Bremgarten AG</p>",schmuck;ohrschmuck;thomas-sabo,,,,,Thomas Sabo,42,,,,,,17.5,1,false,,,132146,TR2323-051-14-52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ds-132143,PRODUCT,Thomas Sabo Jewellery Bracelet,false,"<p>gearbeitet in 925 Silber, Oberfläche: poliert, Flachpanzer, Länge: 16cm bis 19.5cm, Karabinerverschluss, zwei Jahre GarantieReferenz: LBA0105-001-12-L19.5vVerfügbar in der Bijouterie am Bogen in Bremgarten AG</p>",schmuck;bracelets;thomas-sabo,schmuck,,,,Thomas Sabo,79,,,,,,32.9,1,false,,,132143,LBA0105-001-12-L19.5v,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
